index,isbn,book_title,book_author,Category,year_of_publication
136807,1565842103,A Queer Reader,Patrick Higgins,['Social Science'],1994
136808,1895857058,On the Safe Edge: A Manual for SM Play,Trevor Jacques,9,1993
136810,60191988,A Night Without Armor : Poems,Jewel,['Poetry'],1998
136838,62500287,The Flight of the Seventh Moon: The Teaching of the Shields,Lynn Andrews,['Religion'],1985
136849,62507567,"The Thirteen Original Clan Mothers : Your Sacred Path to Discovering the Gifts, Talents, and Abilities of the Feminin",Jamie Sams,9,1994
136856,62508482,Every Part of This Earth Is Sacred: Native American Voices in Praise of Nature,Jana Stone,['Social Science'],1993
136857,62509594,Essential Rumi,Coleman Barks,9,1997
136866,006251279X,The Pilgrimage,Paulo Coelho,['Fiction'],1995
136891,62513346,The Valkyries,Paulo Coelho,9,1996
136904,62513982,By the River Piedra I Sat Down and Wept,Paulo Coelho,['Fiction'],1996
136907,140422226,Walt Whitman: The Complete Poems (Penguin Classics),Francis Murphy,['American poetry'],1990
136910,345453549,The Autobiography of Vivian: A Novel,Sherrie Krantz,['Fiction'],2002
136931,345453557,Vivian Lives,Sherrie Krantz,['Fiction'],2003
136932,385315287,Running from Safety: An Adventure of the Spirit,Richard Bach,['Biography & Autobiography'],1995
136947,385484100,The Language of Life: A Festival of Poets,Bill D. Moyers,['Drama'],1996
136948,425133656,Deep Thoughts,Jack Handey,['Humor'],1994
136959,440108268,The Bridge Across Forever,Richard Bach,['Biography & Autobiography'],1986
137040,440204321,A Gift of Wings,Richard Bach,9,1989
137057,044020562X,One,Richard Bach,['Fiction'],1989
137124,446673714,The Soul's Code : In Search of Character and Calling,James Hillman,9,1997
137133,446676489,The Secret of Shambhala : In Search of the Eleventh Insight,James Redfield,9,2001
137137,451525353,The Love Songs of Sappho (Signet Classic),Paul Roche,9,1991
137138,525945040,The Other Side and Back: A Psychic's Guide to Our World and Beyond,Sylvia Browne,9,1999
137149,553255959,The Complete Book of Palmistry,Joyce Wilson,"['Body, Mind & Spirit']",1983
137154,553274384,Don't Fall Off the Mountain,Shirley MacLaine,['Performing Arts'],1985
137157,553476580,Alchemist,Paulo Coelho,9,1995
137158,067084487X,The Stinky Cheeseman and Other Fairly Stupid Tales (Caldecott Honor Book),Jon Scieszka,['Juvenile Fiction'],1993
137169,671777351,Letters from Cicely,Ellis Weiner,['Fiction'],1992
137180,068483992X,MAKING YOUR OWN DAYS : THE PLEASURES OF READING AND WRITING POETRY,Kenneth Koch,['Poetry'],1998
137181,694524638,Invitation,Oriah Mountain Dreamer,9,2000
137182,743400720,The Camino,Shirley MacLaine,9,2000
137194,076071150X,Writing for Dollars,John Mccollister,9,1994
137195,786860642,Northern Exposures: Photographs,Rob Morrow,['Performing Arts'],1994
137196,806514094,Northern Exposure: The Official Publication of the Television Series,Louis Chunovic,['Northern exposure (Television program)'],1993
137197,809237601,The Northern Exposure Cookbook: A Community Cookbook from the Heart of the Alaskan Riviera,Ellis Weiner,['Cooking'],1993
137198,809237628,"Chris-In-The-Morning: Love, Life, and the Whole Karmic Enchilada",Louis Chunovic,['Performing Arts'],1993
137203,811812006,The Secret Language of the Stars and Planets: A Visual Key to the Heavens,Geoffrey Cornelius,"['Body, Mind & Spirit']",1996
137205,821211226,Portfolios of Ansel Adams,Ansel E. Adams,9,1981
137207,874221501,Valley Walking: Notes on the Land (Northwest Voices Essay Series),Robert Schnelle,['Nature'],1997
137208,892132701,Journey of Self-Discovery,A. C. Bhaktivedanta Swami Prabhupada,9,1990
137214,912365579,Chief Seattle (Northwest Mythic Landscape Series),David Buerge,9,1992
137215,912776412,Beyond Birth and Death,A. C. Bhaktivedanta Swami Prabhupada,9,1972
137217,915811898,"Way of the Peaceful Warrior, 20th Anniversary Edition: A Book That Changes Lives",Dan Millman,"['Body, Mind & Spirit']",2000
137224,093077356X,The Remains of River Names,Matt Briggs,['Fiction'],1999
137225,1561706213,Adventures of a Psychic: The Fascinating Inspiring True-Life Story of One of America's Most Successful Clairvoyants,Sylvia Browne,['Biography & Autobiography'],1998
137247,1561707236,Soul's Perfection (Journey of the Soul),Sylvia Browne,"['Body, Mind & Spirit']",2000
137255,1561707244,"The Nature of Good and Evil (Journey of the Soul Series, Book 3)",Sylvia Browne,"['Body, Mind & Spirit']",2001
137262,1563054671,The Little Zen Companion,David Schiller,9,1994
137269,1577310454,Maps to Ecstasy: A Healing Journey for the Untamed Spirit,Gabrielle Roth,['Psychology'],1998
137270,1577311868,Developing Intuition: Practical Guidance for Daily Life,Shakti Gawain,"['Body, Mind & Spirit']",2001
137271,1880032627,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,Shakti Gawain,9,1995
137279,1882591275,Write from the Heart: Unleashing the Power of Your Creativity,Hal Zina Bennett,9,1995
137281,20083513,BATTLE OF THE TITANS,Carolyn Keene,9,1991
137282,30020786,Principles of Instrumental Analysis,Douglas A. Skoog,['Science'],1997
137283,60248025,Falling Up,Shel Silverstein,['Juvenile Nonfiction'],1996
137321,60256664,The Giving Tree,Shel Silverstein,9,1964
137328,60256737,A Light in the Attic,Shel Silverstein,9,1981
137363,60950536,Taking Charge of Your Fertility: The Definitive Guide to Natural Birth Control and Pregnancy Achievement,Toni Weschler,9,1995
137369,61020419,"King of Shadows (Sword in Exile, Book 2)",Ann Marston,['Fiction'],1999
137371,61020427,"Sword and Shadow (Sword in Exile, Book 3)",Ann Marston,9,2000
137372,61056278,"Broken Blade (The Rune Blade Trilogy, Book 3)",Ann Marston,9,1997
137375,61056286,"The Western King (The Rune Blade Trilogy, Book 2)",Ann Marston,['Fiction'],1996
137382,61056294,"Kingmaker's Sword (The Rune Blade Trilogy, Book 1)",Ann Marston,['Fiction'],1996
137386,61059773,"Cloudbearer's Shadow (Sword in Exile, Book 1)",Ann Marston,9,1999
137390,133502813,Chemistry,John McMurry,['Chemistry'],1994
137391,140386645,The Westing Game (Now in Speak!),Ellen Raskin,['Juvenile Fiction'],1997
137445,142500135,Treasure at the Heart of the Tanglewood,Meredith Ann Pierce,['Juvenile Fiction'],2003
137455,156935805,Virginia Woolf: A Biography,Quentin Bell,9,1974
137458,192800493,The Oxford Companion to Chess,David Hooper,['Law'],1996
137459,198547668,Biomolecular Nmr Spectroscopy,Jeremy N.S. Evans,9,1995
137460,201632721,"Mothering the Mother: How a Doula Can Help You Have a Shorter, Easier, and Healthier Birth",Marshall H. Klaus,['Social Science'],1993
137462,030768993X,The Mother Goose Book (Golden Book for Early Childhood),Nina Barbaresi,9,1982
137467,312921098,Treason,Orson Scott Card,9,1990
137479,316542377,Toilet Learning : The Picture Book Technique for Children and Parents,Alison Mack,9,1983
137483,316779032,The Discipline Book: How to Have a Better-Behaved Child From Birth to Age Ten,Martha,9,1995
137493,316779059,The Baby Book: Everything You Need to Know About Your Baby from Birth to Age Two,Martha Sears,9,1993
137506,345337662,Interview with the Vampire,Anne Rice,['Fiction'],1993
138012,345340426,The Hobbit and The Lord of the Rings,J.R.R. TOLKIEN,9,1986
138020,345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,['Fiction'],1993
138293,375815260,Charlie and the Chocolate Factory,ROALD DAHL,['Juvenile Fiction'],2001
138300,380775123,Tiger Burning Bright,Marion Zimmer Bradley,9,1996
138315,385265700,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,['Middle West'],1990
138634,385294638,Wanderlust,Danielle Steel,['Fiction'],1986
138646,385297661,Daddy,Danielle Steel,9,1989
138675,399505962,Indoor Cat,Patricia Curtis,['Cats'],1981
138677,399523308,The Girlfriends' Guide to Surviving the First Year of Motherhood: Wise and Witty Advice on Everything from Coping With Postpartum Mood Swings to Salva ...  to  Fitting into That Favorite Pair of Jeans,Vicki Iovine,['Fiction'],1997
138704,440213525,The Client,John Grisham,['Fiction'],1994
139069,440220602,The Chamber,John Grisham,['Fiction'],1995
139448,440221471,The Runaway Jury,JOHN GRISHAM,9,1997
139867,441004997,The Hero and the Crown,Robin McKinley,['Fiction'],1998
139873,449003787,"\O\"" Is for Outlaw""",SUE GRAFTON,9,2001
140048,451456521,Lady of Avalon,Marion Zimmer Bradley,['Fiction'],1998
140092,451456718,Daughter of the Blood (Black Jewels Trilogy),Anne Bishop,['Fiction'],1998
140126,451456726,"Heir to the Shadows (The Black Jewels Trilogy, Book 2)",Anne Bishop,['Fiction'],1999
140144,451456734,Queen of the Darkness (Black Jewels Trilogy),Anne Bishop,['Fiction'],2000
140163,451457781,Treachery and Treason,Laura Anne Gilman,['Fiction'],2000
140172,451458028,The Invisible Ring,Anne Bishop,9,2000
140182,451458508,The Pillars of the World,Anne Bishop,['Fiction'],2001
140197,451458990,Shadows and Light,Anne Bishop,['Fiction'],2002
140205,451459423,The House of Gaian,Anne Bishop,['Fiction'],2003
140210,451529014,The Black Jewels Trilogy: Daughter of the Blood/Heir to the Shadows/Queen of the Darkness,Anne Bishop,9,2003
140213,452279089,The Womanly Art of Breastfeeding,Gwen Gotsch,['Medical'],1997
140220,471485527,Essentials of Computational Chemistry : Theories and Models,Christopher J.  Cramer,['Science'],2002
140221,471489212,Spin Dynamics: Basics of Nuclear Magnetic Resonance,Malcolm Levitt,9,2001
140222,048620510X,Adventure of Chess,E Lasker,9,1959
140223,486275728,Irish Fairy Tales (Children's Thrift Classics),Philip Smith,9,1993
140231,486293556,Epic Battles of the Chessboard,R. N. Coles,['Games'],1996
140232,051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,['Fiction'],2003
140368,515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,9,2003
140485,515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,['Fiction'],2003
140607,525462325,Pooh (Giant Board Book),A. A. Milne,9,1999
140610,525483802,The Sweet Dove Died,Barbara Pym,9,1988
140615,553288202,The Fall of Hyperion,Dan Simmons,['Fiction'],1991
140648,553379534,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",Christiane Northrup,['Health & Fitness'],1998
140663,553573136,Couplehood,PAUL REISER,9,1995
140796,595006035,Banking on Torture: A Nina Steel Adventure (Nina Steel Adventures),Ray Hansen,9,2000
140797,595093019,Reunion: Nina Steel Adventures (Nina Steel Adventures),Ray Hansen,9,2000
140798,669271896,The Second Rape: Society's Continued Betrayal of the Victim,Lee Madigan,['Political Science'],1991
140804,067086935X,Dog Brain,David Milgrim,['Behavior'],1996
140807,671025554,What's in a Name,Susan Osborn,['Family & Relationships'],1999
140808,671027441,Natural Family Living : The Mothering Magazine Guide to Parenting,Peggy O'Mara,['Family & Relationships'],2000
140811,671519751,Thirty Five Thousand Plus Baby Names: The Largest Selection of Popular and Unusual Names from Around the World,Bruce Lansky,9,1995
140820,671524313,The Girlfriends' Guide to Pregnancy,Vicki Iovine,['Family & Relationships'],1995
140855,671676253,The ABYSS,Orson Scott Card,['Film novelizations'],1989
140866,671701843,CHESSERCIZES:  NEW WINNING TECHNIQUES FOR PLAYERS OF ALL LEVELS,Bruce Pandolfini,['Crafts & Hobbies'],1991
140867,671768956,COMPLETE CHESS PLAYER,Fred Reinfeld,['Crafts & Hobbies'],1992
140868,671776975,A RIVER RUNS THROUGH IT AND OTHER STORIES : AND OTHER STORIES,Norman Maclean,['Fiction'],1992
140931,679434054,The Scarlet Ruse (Price-Less Audio Series),John D. MacDonald,9,1994
140934,688117619,Mayo Clinic Complete Book of Pregnancy & Baby's First Year,Mayo Clinic,9,1994
140947,688149790,Babyhood,Paul Reiser,9,1997
140992,688161162,"Easy to Love, Difficult to Discipline: The Seven Basic Skills for Turning Conflict into Cooperation",Rebecca Anne Bailey,['Family & Relationships'],2000
140994,689821417,The Rugrats Movie Tommys New Playmate (Rugrats),Luke David,['Juvenile Fiction'],1998
141003,689848684,Orfe,Cynthia Voigt,['Juvenile Nonfiction'],2002
141020,698119509,Spindle's End,Robin McKinley,['Juvenile Fiction'],2002
141029,713440228,Sicilian-- e6 and-- d6 systems (Tournament player's repertoire of openings),G. K Kasparov,9,1983
141030,713442549,Karpov-Korchnoi: Massacre in Merano (A Batsford chess book),Raymond D Keene,9,1981
141031,713457902,Black Is Ok! (A Batsford chess book),Andras Adorjan,9,1989
141032,716723980,Inorganic Chemistry,D.F. Shriver,9,1994
141033,716724022,Physical Chemistry,P. W. Atkins,"['Chemistry, Physical and theoretical']",1994
141034,746030517,Usborne Living World Encyclopedia (Usborne Encyclopedia),Emma Speare,9,1999
141038,761107363,97 Ways to Make A Baby Laugh,Jack Moore,['Family & Relationships'],1997
141051,764550039,Chess for Dummies,James  Eade,['Games & Activities'],1996
141057,765341174,"Sarah (Card, Orson Scott. Women of Genesis.)",Orson Scott Card,9,2001
141095,765342987,Kushiel's Dart,Jacqueline Carey,['Fiction'],2002
141155,765345048,Kushiel's Chosen (Kushiel's Legacy),Jacqueline Carey,['Fiction'],2003
141181,765347539,Kushiel's Avatar (Kushiel's Legacy),Jacqueline Carey,9,2004
141194,786861320,The Wall Street Journal Lifetime Guide to Money : Strategies for Managing Your Finances,Staff of the Wall St Journal,['Business & Economics'],1997
141197,786880007,Simplify Your Life : 100 Ways to Slow Down and Enjoy the Things That Really Matter,Elaine St. James,9,1994
141243,786889020,Don't Stand Too Close to a Naked Man,Tim Allen,9,1995
141349,793800153,Your First Parakeet,J. E. Lohr,9,1996
141351,794505007,Dream Pony (Sandy Lane Stables),Susannah Leigh,['Juvenile Fiction'],2003
141353,801500265,Accounting for Non-Accountants,John Myer,9,1979
141355,812090381,"Maine Coon Cats: Everything About Purchase, Care, Nutrition, Reproduction, Diseases, and Behavior (A Complete Pet Owner's Manual)",Carol Himsel Daly,['Pets'],1995
141356,812500865,The Folk of the Fringe,Orson Scott Card,['Fiction'],1994
141369,812510488,The Season of Passage,Christopher Pike,9,1993
141395,812516850,Flux: Tales of Human Futures,Orson Scott Card,['Fiction'],1992
141400,812520157,Speaker for Dead Ender #2: Valorous (Ender Wiggins Saga (Paperback)),Orson Scott Card,9,1988
141411,812521358,Hart's Hope,Orson Scott Card,9,1988
141415,812523040,Cruel Miracles,Orson Scott Card,['Fiction'],1992
141420,812523679,Monkey Sonatas,Orson Scott Card,9,1993
141423,812532554,Songmaster,Orson Scott Card,9,1987
141435,812532597,The Memory of Earth (Homecoming (Paperback)),Orson Scott Card,['Fiction'],1999
141468,812532619,The Call of Earth,Orson Scott Card,['Fiction'],1994
141486,812532635,The Ships of Earth : Homecoming: Volume 3 (Homecoming Saga),Orson Scott Card,9,1995
141502,812532961,Earthfall (Homecoming (Paperback)),Orson Scott Card,9,1996
141510,812532988,Earthborn (Homecoming (Paperback)),Orson Scott Card,['Fiction'],1996
141519,812533313,The Worthing Saga,Orson Scott Card,9,1992
141535,812533550,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,['Brothers and sisters'],1986
141558,812533577,Wyrms,Orson Scott Card,9,1988
141568,812533658,The Changed Man (Changed Man),Orson Scott Card,['Fiction'],1992
141573,812535219,Saints,Orson Scott Card,9,1993
141576,812545990,Starfarers,Poul Anderson,['Fiction'],1999
141582,812575717,Ender's Shadow,Orson Scott Card,['Fiction'],2000
141640,816743924,I Love You Stinky Face,Lisa McCourt,['Juvenile Fiction'],1997
141645,836204387,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,['Humor'],1995
141684,836218787,Scientific Progress Goes 'Boink':  A Calvin and Hobbes Collection,Bill Watterson,['Comics & Graphic Novels'],1991
141721,836220889,Calvin and Hobbes,Bill Watterson,['Humor'],1987
141763,836221362,It's A Magical World: A Calvin and Hobbes Collection,Bill Watterson,9,1996
141791,867202076,Organic Chemistry,Marye Anne Fox,9,1994
